731,Measurement value/test result
732,Information submitted inconsistent with billing guidelines. Usage: At least one other status code is required to identify the inconsistent information.
733,Prefix for entity's contract/member number.
734,Verifying premium payment
735,This service/claim is included in the allowance for another service or claim.
736,A related or qualifying service/claim has not been received/adjudicated.
737,Current Dental Terminology (CDT) Code
738,Home Infusion EDI Coalition (HEIC) Product/Service Code
739,Jurisdiction Specific Procedure or Supply Code
740,Drop-Off Location
741,Entity must be a person. Usage: This code requires use of an Entity Code.
742,Payer Responsibility Sequence Number Code
743,Entity's credential/enrollment information. Usage: This code requires use of an Entity Code.
744,Services/charges related to the treatment of a hospital-acquired condition or preventable medical error.
745,Identifier Qualifier Usage: At least one other status code is required to identify the specific identifier qualifier in error.
746,Duplicate Submission Usage: use only at the information receiver level in the Health Care Claim Acknowledgement transaction.
747,Hospice Employee Indicator
748,Corrected Data Usage: Requires a second status code to identify the corrected data.
749,Date of Injury/Illness
750,Auto Accident State or Province Code
751,Ambulance Pick-up State or Province Code
752,Ambulance Drop-off State or Province Code
753,Co-pay status code.
754,Entity Name Suffix. Usage: This code requires the use of an Entity Code.
755,Entity's primary identifier. Usage: This code requires the use of an Entity Code.
756,Entity's Received Date. Usage: This code requires the use of an Entity Code.
757,Last seen date.
758,Repriced approved HCPCS code.
759,Round trip purpose description.
760,Tooth status code.
761,Entity's referral number. Usage: This code requires the use of an Entity Code.
762,Locum Tenens Provider Identifier. Code must be used with Entity Code 82 - Rendering Provider
763,Ambulance Pickup ZipCode
764,Professional charges are non covered.
765,Institutional charges are non covered.
766,Services were performed during a Health Insurance Exchange (HIX) premium payment grace period.
767,Qualifications for emergent/urgent care
768,Service date outside the accidental injury coverage period.
769,DME Repair or Maintenance
770,Duplicate of a claim processed or in process as a crossover/coordination of benefits claim.
771,Claim submitted prematurely. Please resubmit after crossover/payer to payer COB allotted waiting period.
772,The greatest level of diagnosis code specificity is required.
773,One calendar year per claim.
774,Experimental/Investigational
775,Entity Type Qualifier (Person/Non-Person Entity). Usage: this code requires use of an entity code.
776,Pre/Post-operative care
777,Processed based on multiple or concurrent procedure rules.
778,Non-Compensable incident/event. Usage: To be used for Property and Casualty only.
779,Service submitted for the same/similar service within a set timeframe.
780,Lifetime benefit maximum
781,Claim has been identified as a readmission
782,Second surgical opinion
783,Federal sequestration adjustment
784,Electronic Visit Verification criteria do not match.
785,Missing/Invalid Sterilization/Abortion/Hospital Consent Form.
786,Submit claim to the third party property and casualty automobile insurer.
787,"Resubmit a new claim, not a replacement claim."
788,Submit these services to the patient's Pharmacy Plan for further consideration. This definition will change on 7/1/2023 to: Submit these services to the Pharmacy plan/processor for further consideration/adjudication.
789,Submit these services to the patient's Medical Plan for further consideration.
790,Submit these services to the patient's Dental Plan for further consideration.
791,Submit these services to the patient's Vision Plan for further consideration.
792,Submit these services to the patient's Behavioral Health Plan for further consideration.
793,Submit these services to the patient's Property and Casualty Plan for further consideration.
794,Claim could not complete adjudication in real time. Resubmit as a batch request.
795,Claim submitted prematurely. Please provide the prior payer's final adjudication.
796,Procedure code not valid for date of service.
797,Entity's TRICARE provider id. Usage: This code requires use of an Entity Code.
798,Claim predetermination/estimation could not be completed in real time. Claim requires manual review upon submission. Do not resubmit.
799,"Resubmit a replacement claim, not a new claim."
800,Entity's required reporting has been forwarded to the jurisdiction. Usage: This code requires use of an Entity Code. To be used for Property and Casualty only.
801,Entity's required reporting was accepted by the jurisdiction. Usage: This code requires use of an Entity Code. To be used for Property and Casualty only.
802,Entity's required reporting was rejected by the jurisdiction. Usage: This code requires use of an Entity Code. To be used for Property and Casualty only.
803,Provider reporting has been rejected due to non-compliance with the jurisdiction's mandated registration. To be used for Property and Casualty only.
